suffix,prev,word,next,sentence
さ,顔の,広さ,では,顔の広さではトムに敵う者はいない。
み,には,温かみ,みが,トムの声には温かみが全くない。
さ,いの,大きさ,さな,「ママ、褐色矮星ってどれくらいの大きさなの？」「褐色矮星はね、木星とおんなじくらい。でも重さは木星よりずうっと重たいのよ」
さ,でも,重さ,は木,「ママ、褐色矮星ってどれくらいの大きさなの？」「褐色矮星はね、木星とおんなじくらい。でも重さは木星よりずうっと重たいのよ」
み,ムは,親しみ,みや,トムは親しみやすい人だ。
み,胸は,悲しみ,みで,トムの胸は悲しみでいっぱいだった。
さ,りの,長さ,は何,池の周りに，7mおきに木が6本植えてあります。池の周りの長さは何mでしょうか。
さ,Dの,大きさ,さを,右の図のように，長方形ABCDの辺CD上に点Pがある。AB + PD = AP，∠CBD = 27° のとき，∠PADの大きさを求めよ。
さ,際は,優しさ,さだ,かつて私のラテン語教師は、メガネの縁からいかめしく私を見下していた。でも今は、それはただ、彼女が読書用のメガネをかけていたので、それをしょっちゅう外す事をやっかいに思ったのだと分かる。つまり、私たち生徒に向けてまるで蔑んでいるように見えていたものは、どうやら実際は優しさだったのである。
み,俺が,弱み,を見,俺が弱みを見せられるのはトムだけだよ。
さ,この,暑さ,では,この暑さでは何をする気にもなれません。
さ,冬は,寒さ,が厳,今年の冬は寒さが厳しいですね。
み,浴を,楽しみ,みな,混浴を楽しみながら会話に花をさかせました。
さ,さと,侘しさ,さと,かれは今の境遇を考えて、理想が現実に触れて次第に崩れて行く一種のさびしさと侘しさとを痛切に感じた。
み,悪く,なるみ,みた,天気悪くなるみたいだから傘忘れないようにね。
み,る「,楽しみ,みの,ここ浄閑寺、通称「投げ込み寺」の墓地には、最後の休息場所を見つけた何千もの遊女、いわゆる「楽しみのための女性」の慰霊碑があり、それは言い知れない哀愁に満ちていて、どういうわけか何度でもここに戻ってきたい気持ちが沸き起こる。
み,のを,楽しみ,みに,またお目にかかれるのを楽しみにしております。
さ,をし,でかさ,さな,なにか馬鹿なことをしでかさないうちに彼を探し出しておかなくてはいけない。
さ,腕の,長さ,は1,自由の女神の右腕の長さは12.8mである。
さ,分の,美しさ,さを,メアリーは自分の美しさを自覚していなかった。
み,のが,楽しみ,み！,「着く頃に空港まで迎えに行くからね」「ありがとう。会えるのが楽しみ！」
み,どく,痛み,ます,ひどく痛みますか？
み,こか,痛み,ます,どこか痛みますか？
さ,裸の,白さ,が一,一糸もまとわぬ素裸の娘が、いきなり小沢の眼の前に飛び出して来たのである。 雨に濡れているので、裸の白さが一層なまなましい。 小沢ははっと眼をそらした。同時に、娘も急に身をすくめて、しゃがもうとした。 が、再び視線があった時、もう娘は、 「助けて下さい！」 　とすがりついて来た。 昭和二十一年五月一日の、夜更けの出来事である。
み,らと,明るみ,み始,東の空はうっすらと明るみ始めている。
さ,分の,弱さ,を認,自分の弱さを認めることほど難しいことはないと思う。
さ,人の,強さ,では,世界が抱える最も重大な問題は悪人の強さではなく善人の弱さである。
さ,人の,弱さ,であ,世界が抱える最も重大な問題は悪人の強さではなく善人の弱さである。
さ,確な,長さ,は知,この橋の正確な長さは知りません。
さ,く改,良さ,れた,自動ドアは今までよりもよりスマートな方法で制御されるかもしれない。新しく改良されたコントロールシステムでは、ドアは人がドアに向かって真っ直ぐ進んで来た時にのみ開きます。もし、人がドアの前でただ立っているだけであったり、ドアに沿って歩いているだけの場合はドアは閉まり続けています。
さ,画の,馬鹿馬鹿しさ,馬鹿,あの映画の馬鹿馬鹿しさは半端ない。
さ,この,暑さ,では,今日のこの暑さでは勉強する気にならない。
み,明日,楽しみ,みだ,明日楽しみだな。
み,日が,楽しみ,みす,「眠そうじゃん、メアリー」「うん、今日が楽しみすぎてあんまり眠れなかったの。でも大丈夫」
み,らが,楽しみ,みな,まだ23歳、これからが楽しみな女優さんです。
み,ん、,楽しみ,みに,「また来るね」「うん、楽しみにしてる」
み,。お,楽しみ,みに,詳細は公式サイトにて随時発表いたします。お楽しみに！
さ,は気,高さ,を ,私も本でよく読んだよ。 頭上の光輪は気高さを 示していて、 白い翼は清廉潔白な性質を顕しているんだって
さ,輪は,気高さ,さを,私も本でよく読んだよ。 頭上の光輪は気高さを 示していて、 白い翼は清廉潔白な性質を顕しているんだって
さ,けの,優しさ,さな,言葉だけの優しさなんて要らない。
さ,じる,寒さ,は苦,体に感じる寒さは苦手だけど、肌に感じる冷たさは嫌いじゃない。
さ,じる,冷たさ,さは,体に感じる寒さは苦手だけど、肌に感じる冷たさは嫌いじゃない。
み,しく,痛み,ます,ここが激しく痛みます。
さ,この,悔しさ,さを,今日の試合は残念な結果に終わってしまいましたが、この悔しさをバネに、次に向けて頑張りたいと思います。
さ,倍の,大きさ,さの,かなり深い雪に大きな動物がまっていれば、クズリはそのサイズの5倍の大きさの獲物を殺すことができる。
さ,で勉,強さ,れた,フランス語はどこで勉強されたんですか？
み,つも,楽しみ,みに,なんでブログやめちゃったの？ いつも楽しみに読んでたのに。
み,相当,痛み,ます,相当痛みますか？
さ,はの,良さ,もた,田舎は何かと不便ですが、田舎ならではの良さもたくさんあります。
み,ムは,痛み,のあ,トムは痛みのあまり呻いた。
さ,屋の,広さ,で十,この部屋の広さで十分だ。
さ,トの,広さ,だ。,この部屋は20×24フィートの広さだ。
み,のを,楽しみ,みに,日本でまたお会いできるのを楽しみにしています。
さ,金も,若さ,もあ,やつには金も若さもあり、おまけに二枚目だ。
さ,分な,大きさ,さだ,私の車は５人には十分な大きさだ。
さ,,白さ,れた,告白されたことある？
み,ムは,痛み,のあ,トムは痛みのあまり悲鳴を上げた。
み,,痛み,を和,痛みを和らげるには何が効きますか？
み,薬で,痛み,は和,実際に、この薬で痛みは和らぐのだろうか？
み,ら、,痛み,がた,その薬を飲んだら、痛みがたちどころに和らいだ。
み,ムを,楽しみ,みま,あなたはそのゲームを楽しみましたか。誰が勝ちましたか。
さ,系の,大きさ,さは,銀河系の大きさは、横断するのに少なくとも千光年か百万光年かかるだろう。
さ,ラの,大きさ,さで,星雲は宇宙全体に散らされ、それらは全くバラバラの大きさです。
さ,ーの,高さ,は何,「東京スカイツリーの高さは何メートルでしょう」「634メートル」「正解！」
さ,法の,厳しさ,さに,日本の出入国管理及び難民認定法の厳しさには定評があります。
さ,前に,良さ,そう,クッキーは猫の名前に良さそうだ。
さ,ら勉,強さ,れて,フランス語はいつから勉強されてるんですか？
み,牲を,楽しみ,みと,犠牲を楽しみと見なせることは、他人を思いやり思いやることのできる人で、永遠に楽しく、有意義に生きられる。
み,れで,痛み,は和,これで痛みは和らぐはずだ。
さ,使い,古さ,れた,進化論は研究で証明されているというのに、いまだに科学というより神話に基づいたような使い古された説明にしがみついている人たちがいる。
さ,ムは,暑さ,のせ,トムは暑さのせいで気を失った。
み,遠、,苦しみ,みと,時間が現実のものでなければ、この世界と永遠、苦しみと喜び、善と悪を分かつ境界線も幻想に過ぎない。
さ,然の,美しさ,さに,多くの詩人が自然の美しさについて感じた気持ちを表現している。
さ,夏の,暑さ,に慣,もう夏の暑さに慣れている。
み,じを,楽しみ,みま,散歩しながら、トムは鮮やかなもみじを楽しみました。
み,その,重み,に耐,力、英知、忍耐と革新。あなたはこれら全てを持っているのだろうか？その王冠を手にしようとする汝はその重みに耐えることとなる。
さ,この,寒さ,に、,この寒さに、どう対応すればいいですか？
さ,を避,難さ,せる,広間の人を避難させる必要があります！
み,とを,楽しみ,みに,君のダンスを見られることを楽しみにしているよ。
さ,空の,美しさ,さに,星空の美しさに感嘆を禁じえない。
さ,子が,良さ,そう,今日のトムは調子が良さそうだ。
さ,にか,なるさ,さ。,心配するな, どうにかなるさ。
み,礼を,はずみ,みま,こっそり教えてくれたら、礼をはずみますよ。
さ,,大きさ,さが,大きさが大事なのだ。
さ,ッコ,良さ,があ,彼なりのカッコ良さがある。
み,恋の,痛み,には,もうこの失恋の痛みには耐えられない。
さ,,寒さ,で体,寒さで体がガクガクふるえる。
み,のを,楽しみ,みに,あなたが来るのを楽しみにしています。
さ,氷の,厚さ,は、,氷の厚さは、歩くのに十分な厚さです。
さ,ルの,重さ,は、,最近のランドセルの重さは、平均1.1kg。砂糖一袋分の重さ程度しかありません。
さ,色の,美しさ,さに,私たちはその景色の美しさに見とれた。
さ,,高さ,はど,高さはどれくらい？
み,その,痛み,は、,その痛みは、トムが耐えきれないほどだった。
み,のを,楽しみ,みに,彼女たちは、学位授与式で「袴」や「振袖」を着るのを楽しみにしていた。
さ,分な,大きさ,さで,トムとメアリーは傘を一緒に差しました。だけど、傘は充分な大きさではなくて二人とも濡れてしまいました。
み,ると,痛み,ます,息をすると痛みますか？
み,,痛み,はど,痛みはどれくらい続いていますか？
さ,いの,長さ,なの,レインボーブリッジって、どれぐらいの長さなの？
さ,嫌が,良さ,そう,みんなともて機嫌が良さそうだったね。
さ,嫌が,良さ,そう,トムはとても機嫌が良さそうだった。
さ,運の,良さ,に感,メアリーは自分の運の良さに感謝した。
さ,運の,良さ,をあ,メアリーは自分の運の良さをありがたく思った。
み,はお,楽しみ,みい,公演はお楽しみいただけましたか？
み,には,凹み,があ,なぜゴルフボールには凹みがあるの？
み,胸の,痛み,はあ,胸の痛みはありますか？
み,目に,痛み,があ,目に痛みがあるんですか？
み,胸の,痛み,があ,今も胸の痛みがありますか？
み,まだ,痛み,がひ,まだ痛みがひどいですか？
さ,良く,なるさ,さ。,温かいお茶を飲むと、気分も良くなるさ。
み,もう,痛み,はな,もう痛みはないですか？
さ,時、,もどかしさ,かし,自分の気持ちをちゃんと伝えられない時、もどかしさを感じる。
さ,,安さ,に惹,安さに惹かれて、このスマホにしました。
さ,りは,安さ,です,カップラーメンの売りは安さです。
さ,は手,軽さ,です,カップラーメンの売りは手軽さです。
さ,りは,手軽さ,さで,カップラーメンの売りは手軽さです。
さ,間の,短さ,です,カップラーメンの売りは調理時間の短さです。
さ,の手,軽さ,です,カップラーメンの売りは調理の手軽さです。
さ,理の,手軽さ,さで,カップラーメンの売りは調理の手軽さです。
さ,舎の,新しさ,さに,校舎の新しさに惹かれて、この学校にしました。
さ,業の,面白さ,さに,授業の面白さに惹かれて、この学校にしました。
さ,の面,白さ,に惹,授業の面白さに惹かれて、この学校にしました。
さ,料の,安さ,に惹,授業料の安さに惹かれて、この学校にしました。
さ,ーの,悪さ,に、,トムはメアリーのマナーの悪さに、もうこれ以上我慢できないでいた。
さ,とに,寒さ,が増,日ごとに寒さが増しております。
み,胸に,痛み,があ,トムは胸に痛みがあったので、病院に行った。
み,密を,明るみ,みに,新聞は大統領の秘密を明るみにした。
み,,繁み,から,繁みから兎がピョンって飛び出したんだ。
み,膚が,弛み,はじ,加齢によって体の皮膚が弛みはじめます。
さ,子が,良さ,そう,今日のトムは調子が良さそうだった。
さ,この,暑さ,はい,この暑さはいつまで続くんでしょうね。
み,のを,楽しみ,みに,トムと一緒に時間を過ごすのを楽しみにしています。
み,ても,楽しみ,みな,トムがね、週末に訪ねてくるの。とても楽しみなんだ。
さ,けの,厚さ,が氷,私たちの体重を支えるだけの厚さが氷にはないんです。
み,時、,痛み,ます,こうした時、痛みますか？
さ,園の,大きさ,さは,この公園の大きさはどれくらいあるの？
さ,池の,深さ,は３,池の深さは３メートルあります。
さ,,汚さ,ない,汚さないでいてくれるなら、私の本、どれでも貸してあげるよ。
み,を、,楽しみ,みに,近いうちにお会いできることを、楽しみにしております。
さ,倍の,長さ,があ,この橋は、あの橋の３倍の長さがあるんです。
さ,この,痛さ,、こ,この痛さ、これ以上我慢できないよ。
さ,彼は,暑さ,に耐,彼は暑さに耐えられなかった。
さ,同じ,大きさ,さだ,これはあれと大体同じ大きさだよ。
さ,この,暑さ,じゃ,この暑さじゃ、上着なんて着てられないよ。
さ,いう,若さ,でこ,トムは享年３０という若さでこの世を去った。
さ,いの,重さ,かな,あれって、これと同じくらいの重さかな？
み,心が,荒み,そう,あの人と話してたら、心が荒みそうで嫌なんだけど。
み,かな,楽しみ,みな,こっそりチョコを食べるのが、僕の密かな楽しみなんだ。
み,,楽しみ,みに,楽しみにしてます。
さ,称の,多さ,に日,日本語の一人称の多さに日本人自身も選択を戸惑います。
さ,ンは,酸っぱさ,ぱさ,梅干しとレモンは酸っぱさの次元が違います。
さ,道の,長さ,は４,ヤニーさんの私道の長さは４０メートルくらいです。
み,も軽,はずみ,みな,公衆の面前でメアリーにキスするなんて、トムも軽はずみなことしたもんだ。
み,ぷり,楽しみ,みま,スケートはたっぷり楽しみました。
さ,ら敬,遠さ,れま,ブラック企業は労働者から敬遠されます。
さ,湖の,深さ,はど,琵琶湖の深さはどれくらいあるの？
さ,いの,広さ,を誇,ロシア語圏は英語圏と比べると、どれくらいの広さを誇っていますか？
さ,屋の,広さ,はど,部屋の広さはどれくらいですか？
み,とで,面白み,みが,色々工夫することで面白みが深まる。
み,で面,白み,が深,色々工夫することで面白みが深まる。
み,心が,痛み,ます,この写真を見る度に、心が痛みます。
さ,うな,大きさ,さだ,金星は地球と同じような大きさだけど、地球の方がほんの少し大きいよ。
さ,脳の,重さ,は約,人の脳の重さは約1.4キロです。
さ,その,重さ,って,人間の脳みその重さって、３ポンドくらいなのよ。
み,んで,楽しみ,みま,食べて飲んで楽しみましょう。
み,ーは,悲しみ,みに,メアリーは悲しみに打ちひしがれるとトムは思っている。
さ,園の,広さ,はど,この公園の広さはどれぐらいですか？
み,ると,痛み,ます,咳をすると痛みますか？
み,時に,痛み,があ,排尿時に痛みがありますか？
み,ると,痛み,があ,おしっこをすると痛みがありますか？
み,,痛み,はい,痛みはいつからですか？
み,喉の,痛み,と頭,喉の痛みと頭痛はありますか？
み,胸の,痛み,はあ,最近、胸の痛みはありましたか？
み,体に,痛み,を感,最近、体に痛みを感じたことはありますか？
み,胸の,痛み,を感,胸の痛みを感じたことはありますか？
さ,ルの,高さ,にま,チークは、４０メートルの高さにまで成長することがある落葉樹です。
み,みが,楽しみ,みだ,夏休みが楽しみだな。
さ,指が,寒さ,でか,指が寒さでかじかんじゃったよ。
み,をお,楽しみ,みく,みなさん、お食事をお楽しみください！
み,ても,楽しみ,みに,トムは断食明けの祭りをとても楽しみにしています。
さ,よい,辛さ,が、,この程よい辛さが、食欲を掻き立てる。
み,ね。,楽しみ,みに,お時間のある時はまた遊びに来てくださいね。楽しみにしてます。
み,生に,なるみ,みた,うちの息子、先生になるみたい。
さ,たい,暑さ,だな,今日は耐えがたい暑さだな。
み,とを,楽しみ,みに,近いうちにまたお会いできることを楽しみにしております。
み,男は,痛み,にう,男は痛みにうめき声をあげた。
み,とを,楽しみ,みに,またお会いできることを楽しみにしております。
み,薬は,痛み,を和,この薬は痛みを和らげてくれるよ。
み,薬は,痛み,を緩,この薬は痛みを緩和します。
み,薬で,痛み,は緩,この薬で痛みは緩和するでしょう。
み,ムは,痛み,のあ,トムは痛みのあまりその場にうずくまった。
み,のを,楽しみ,みに,お会いできるのを楽しみにしております。
さ,ルの,高さ,から,今日、プールでね、初めてトムが１０メートルの高さから飛び込みしたんだ。
み,,痛み,が増,痛みが増しています。
さ,いた,わりなさ,なさ,自分をもっといたわりなさい。
み,足が,痛み,ます,左足が痛みます。
さ,この,寒さ,もす,この寒さもすぐに慣れるって。
さ,急に,暑さ,を感,暑い中、ランニングをしてたら、急に暑さを感じなくなってきたんだけど、気温は変わってなかったんだ。後でコーチに指摘されて分かったんだけどね、実はそれは熱中症の初期症状だったんだよ。
さ,嫌が,良さ,そう,だから機嫌が良さそうなんだね。
さ,暑さ,寒さ,も彼,「暑さ寒さも彼岸まで」って言うけど、ホント過ごしやすい季節になってきたね。
さ,,暑さ,寒さ,「暑さ寒さも彼岸まで」って言うけど、ホント過ごしやすい季節になってきたね。
み,クを,楽しみ,みし,僕らは君のフィードバックを楽しみしています。
み,とを,楽しみ,みに,すぐに返事がもらえることを楽しみにしていますね。
さ,膝の,高さ,まで,水は私の膝の高さまで来た。
み,生の,楽しみ,み方,トムは人生の楽しみ方を知らないんだよ。
み,人は,悲しみ,みの,人は悲しみの中では生きられないものなのよ。
み,とお,楽しみ,みが,住んでる街には、いろいろとお楽しみがあるって知ってはいるよ。でも、よそ者だから、そういう事全然耳にしないんだな。
み,気の,緩み,が重,ちょっとした気の緩みが重大な事故につながります。
さ,とか,なるさ,さ。,なんとかなるさ。
さ,の訳,はずさ,さん,この訳はずさんだな。
み,産を,楽しみ,みに,毎年彼のお土産を楽しみにしている。
さ,目の,寒さ,を観,今シーズン二番目の寒さを観測した。
み,のお,楽しみ,み！,「冷蔵庫の中、見た？」「見てない。何か買ってきてくれたの？」「見てのお楽しみ！」
さ,ｍの,深さ,の水,小さな子どもは、たった５ｃｍの深さの水で溺れ窒息してしまう可能性があります。
み,当に,楽しみ,みで,本当に楽しみです。
さ,その,しつこさ,こさ,そのしつこさ、感心しちゃう。
さ,,優しさ,さが,優しさがたまに人を傷つけるって、ほんと？
さ,分な,広さ,だね,ここは二人には十分な広さだね。
み,すと,甘み,が増,リンゴは冷やすと甘みが増します。
さ,前の,静けさ,さか,これは、嵐の前の静けさかもしれない。
さ,,静けさ,さを,静けさを破るかのように、電話のベルが鳴った。
さ,いい,大きさ,さよ,丁度いい大きさよ。
さ,,寒さ,は募,寒さは募る一方です。
さ,けが,優しさ,さじ,甘やかすだけが優しさじゃないんだぞ。
さ,前の,厚かましさ,まし,お前の厚かましさには呆れるよ。
み,,痛み,がと,痛みがとれました。
み,う。,楽しみ,みだ,「明日、見せたいものがあるんだ」「何だろう。楽しみだな」
さ,この,暑さ,には,暑いの苦手なんで、この暑さにはほんと参るわぁ。
さ,に告,白さ,れた,今日、彼女に告白されたんだ。
み,腰の,痛み,がひ,腰の痛みがひどくなってきたんです。
さ,,暑さ,で倒,暑さで倒れるランナーが多かった。
み,この,痛み,はい,この痛みはいつ頃からですか？
み,間を,楽しみ,みた,この瞬間を楽しみたい。
さ,いの,大きさ,さで,大人の猫は、人間の赤ちゃんくらいの大きさです。
み,今は,痛み,が和,今は痛みが和らいできました。
さ,ね？,美味しさ,しさ,「このカレー、美味しいですね？美味しさの秘訣はなんですか？」「隠し味にコーヒーを入れてます。コーヒーを入れるとコクがでて美味しく仕上がるんですよ」
み,存分,楽しみ,みま,思う存分楽しみましょう！
み,！お,楽しみ,みに,来月6月号の付録は、保温保冷ポーチつきトートバッグです！お楽しみに！
さ,頃の,初々しさ,しさ,あの頃の初々しさはどこにいっちまったんだよ。
み,軽い,痛み,があ,ここに軽い痛みがあるんです。
み,んの,面白み,みも,あらすじをなぞってるだけで、なんの面白みもない。
み,の面,白み,もな,あらすじをなぞってるだけで、なんの面白みもない。
さ,いい,大きさ,さの,「これ入れるのに丁度いい大きさの入れ物ない？」「この箱どう？」
さ,私の,弱さ,ゆえ,私の弱さゆえに、あなたを傷つけてしまった。
み,一の,楽しみ,みを,俺の唯一の楽しみを取り上げないでくれ。
み,日を,楽しみ,みに,明日を楽しみに待っていない。
み,,痛み,は感,痛みは感じません。
さ,方が,良さ,そう,このこと、話した方が良さそうね。
さ,,甘さ,がお,甘さがおさえられててちょうどいい。
さ,性の,美しさ,さを,青い青い海は、女性の美しさをもっている。
み,人の,弱み,につ,人の弱みにつけこむな。
み,人の,弱み,につ,そうやってさぁ、すぐに人の弱みにつけこむから、嫌われるのよ。
み,,痛み,はあ,痛みはありません。
さ,える,しょぼさ,ぼさ,想像を超えるしょぼさ。
さ,,情けなさ,なさ,情けなさすぎだろ。
さ,で、,さくさ,さく,新しいパソコンのおかげで、さくさく進んでるよ。
さ,背の,高さ,は１,背の高さは１７０センチほどで、目が大きく、やや太っている。
さ,由が,安さ,なら,買う理由が安さなら買わない。
さ,客の,多さ,が目,初めて来たけど、女性客の多さが目立つな。
さ,まだ,寒さ,が残,まだまだ寒さが残っていた。
さ,,寒さ,で手,寒さで手がかじかんで、うまくつかめない。
さ,か堅,苦しさ,さは,カジュアルな服を着ても、どこか堅苦しさは隠せない。
さ,こか,堅苦しさ,しさ,カジュアルな服を着ても、どこか堅苦しさは隠せない。
さ,屋の,明るさ,さは,真っ昼間だったせいか、点ける前と部屋の明るさは大して変わらなかった。
さ,に気,恥ずかしさ,かし,特に気恥ずかしさもなく、僕らは自然に話した。
さ,特に,気恥ずかしさ,ずか,特に気恥ずかしさもなく、僕らは自然に話した。
さ,も目,新しさ,さが,最後まで観たが何も目新しさがなかった。
さ,何も,目新しさ,しさ,最後まで観たが何も目新しさがなかった。
み,色。,丸み,があ,全身がぎらついていた。水銀のような銀色。丸みがあり、輝いていた。
さ,,恥ずかしさ,かし,気恥ずかしさがあった。
さ,,気恥ずかしさ,ずか,気恥ずかしさがあった。
さ,興味,深さ,は薄,数か月もたつと、興味深さは薄れていった。
み,報を,惜しみ,みな,情報を惜しみなく出してくれるから、だいぶやりやすくなった。
さ,ドは,明るさ,さの,このライトスタンドは明るさの調整はできません。
さ,、ど,さくさ,さま,群衆行動で恐ろしいのは、どさくさまぎれの心理だ。
さ,、古,臭さ,ばか,その当時の流行の最先端のカッコをしている若者だった。今見ると、古臭さばかりが目立つカッコだった。
み,待と,楽しみ,みで,ヘリウムガスでパンパンの風船のように、期待と楽しみで頭の中が膨らんでいる時のことだった。
さ,りの,痛さ,にた,あまりの痛さにたまらず声をあげる。
さ,んで,寂しさ,さを,孤独だから、酒を飲んで寂しさをごまかしてるんだ。
さ,しい,寒さ,の日,立春が過ぎても、厳しい寒さの日々が続く。
み,少し,青み,がか,少し青みがかった画面が気になる。
み,,痛み,は少,痛みは少し治まりました。
み,,痛み,は少,痛みは少し和らぎました。
み,,痛み,はち,痛みはちょっと落ち着いたよ。
み,,楽しみ,みな,楽しみな映画だったのにありがちな展開にがっかり。
さ,入る,大きさ,さな,バッグに入る大きさなので持ち運びは楽ですね。
さ,,暑さ,で頭,暑さで頭が回らない。
さ,,暑さ,で頭,暑さで頭が回らないというのは、単なる言い訳に過ぎません。
み,るの,楽しみ,みし,次の日曜日、会えるの楽しみしてるよ。
み,うの,楽しみ,みだ,来週の日曜、会うの楽しみだな。
み,件が,明るみ,みに,事件が明るみに出た。
さ,規則,正しさ,さで,むしろ、規則正しさで、安らぎを、感じさせてくれた。
さ,いの,大きさ,さの,二人は貧しい百姓でした。持っている土地といえば、わずかに庭ぐらいの大きさのものでした。
さ,は図,太さ,も必,ある程度は図太さも必要。
さ,度は,図太さ,さも,ある程度は図太さも必要。
さ,しの,良さ,は超,あいつの察しの良さは超能力と言っていい。
さ,用の,高さ,がハ,初期費用の高さがハードルになる。
さ,形、,大きさ,さが,形、大きさがふぞろいの、しいたけ大容量パックはよく売り切れる。
み,のを,楽しみ,みに,実用化されるのを楽しみに待ってる。
さ,橋の,長さ,はど,橋の長さはどれくらいなんですか？
み,日が,楽しみ,みだ,休みの日が楽しみだよ。
さ,,暑さ,には,暑さには慣れてるわ。
み,休を,楽しみ,みに,連休を楽しみにしてます。
さ,運の,良さ,や自,彼の運の良さや自身の努力で、コンテストでは一位を獲得した。
み,ちゃ,楽しみ,み。,この映画観るの、めっちゃ楽しみ。
さ,日に,寒さ,が増,日に日に寒さが増した。
み,,痛み,が強,痛みが強かったので、寝れなかった。
さ,人に,優しさ,さを,僕が君に優しくしようと思ったように、誰かに君が優しくされたなら、その人に優しさを返すのは当たり前だけど、それだけじゃなくて、君がその人にされたように、誰かに優しくしてあげなさい。僕はそれだけで十分だ。
み,私は,苦しみ,み続,32年間、私は苦しみ続けてきたんだ。
み,深い,悲しみ,みに,妻に先立たれた夫は、深い悲しみに包まれた。
さ,うな,暑さ,だっ,昨日は、焼け付くような暑さだった。
み,人の,弱み,に付,人の弱みに付け込むことはやめろよな。
み,は、,深み,があ,一生懸命頑張ったことのある人や頑張っている人同士の会話は、深みがあって面白いです。
み,ーを,楽しみ,みま,アフタヌーンティーを楽しみましょう。
み,台を,楽しみ,みま,家政婦は休みにおしゃれなアウターウェアに身を包み一人で屋台を楽しみました。
さ,経の,美しさ,さに,写経の美しさに私は仰天してしまった。
さ,膝の,高さ,に達,水は膝の高さに達していた。
み,は、,痛み,止め,痛い時は、痛み止めを飲んでください。
さ,,静けさ,さの,静けさの中に安らぎがある。
み,食が,楽しみ,みだ,夕食が楽しみだ。
さ,学の,面白さ,さに,言語学の面白さに目覚めてしまった。
さ,の面,白さ,に目,言語学の面白さに目覚めてしまった。
み,,楽しみ,みは,楽しみはあとに取っておこう。
み,実の,重み,で、,実の重みで、木が垂れ下がっていた。
さ,れぬ,美しさ,さで,お姫様は、えも言われぬ美しさでした。
さ,なく,なるさ,さ。,引っ越しせざるを得なくなるさ。
み,腹が,痛み,ます,脇腹が痛みます。
さ,この,寒さ,で、,この寒さで、学校が休みにならないのが不思議だわ。
み,トを,楽しみ,みに,コンサートを楽しみにしてます。
さ,スの,重さ,、ど,このスーツケースの重さ、どれくらいあると思う？
さ,文は,良さ,げだ,見た感じ、この文は良さげだよ。
さ,ナの,重さ,で折,バナナの木は、バナナの重さで折れたりはしない。
さ,雪の,重さ,で枝,雪の重さで枝が折れてしまった。
さ,意地,悪さ,れる,また意地悪されるんだろうな。やだなぁ。
み,ムを,楽しみ,みま,トムは、大学のカリキュラムを楽しみました。
さ,くて,優しさ,さが,メアリーの外見じゃなくて優しさが好きだった。
み,,悲しみ,みあ,悲しみあってこその幸せだ。
み,,悲しみ,みな,悲しみなくして幸せを感じることはない。
み,日が,楽しみ,みで,来月の誕生日が楽しみで仕方がない。
さ,,良さ,そう,良さそうなパソコンをさがしてるんだけど。
み,全く,痛み,を感,不思議なことに、全く痛みを感じなかった。
み,胸の,痛み,があ,胸の痛みがあるんです。
さ,者は,寒さ,で感,泳者は寒さで感覚がまひしていた。
み,式が,楽しみ,みで,卒業式が楽しみです。
